,Estimate,Date,HCP Id,Customer Tags,Zip,Description,Amount,Labor,Materials,Win_Loss,Bid Employee,Crew,Latitude,Longitude,Total Income,Subcontractor,Total Supplies,Total Cost of Goods Sold,Net Income
826,9636-2,5/4/2020 12:30,55885601,,80130,Recommended wood replacement,330,330,0,0,2,,39.549169,-104.926868,,,,,
827,9608,5/4/2020 10:00,55566072,Advertising,80016,Exterior Residential Painting - Exterior Preparation,2900,2535,865,1,1,,39.589155,-104.742938,2900,2850,63.97,2913.97,-13.97
828,9609,5/5/2020 10:00,55587111,,80129,Exterior Residential Painting - Exterior Preparation,3480,2590,890,0,2,,39.538698,-105.017504,,,,,
829,9610,5/7/2020 13:00,55592873,Referral,80238,Exterior Residential Painting - Exterior Preparation,5857.5,5212.5,1095,1,1,,39.756083,-104.869815,5857.5,4500,0,4500,1357.5
830,9611,5/1/2020 11:30,55593557,,80015,Exterior Residential Painting - Exterior Preparation,4325,3565,1060,0,1,,39.614131,-104.763772,,,,,
831,9612,5/4/2020 14:30,55598036,google,80002,Interior Painting - Trim and Doors,3900,3090,810,1,2,,39.795053,-105.119336,3900,1700,0,1700,1927
832,9615-1,5/4/2020 9:00,55618607,Family,, Exterior Painting - Green Color,3495,2630,865,1,1,1,0,0,4285,,72.1,72.1,4212.9
833,9615-2,5/4/2020 9:00,55920092,Family,,Fence,790,515,275,1,1,1,0,0,4285,,72.1,72.1,4212.9
834,9616,5/1/2020 10:30,55618622,,80238,Exterior Residential Painting - Exterior Preparation,5020,4280,1040,1,1,,39.764954,-104.895536,4720,2750,383.47,3133.47,1586.53
835,9617,5/1/2020 9:30,55618652,,80238,Exterior Residential Painting - Exterior Preparation,4345,3475,1170,1,1,,39.796842,-104.88584,4345,,0,0,4345
836,9618,5/1/2020 10:00,55618719,,80238,Exterior Residential Painting - Exterior Preparation,4380,3590,1040,1,1,,39.764501,-104.895525,4115,2100,49.82,2149.82,1965.18
837,9620,,55624306,,80014,Exterior Residential Painting - Exterior Preparation,3390,2700,1040,1,,,39.663487,-104.853716,3390,1860,82.01,1942.01,1447.99
838,9644-1,5/5/2020 13:00,55640328,,80134,House Preparation: Exterior Front and Back Reveal,2995,2330,665,0,1,,39.538151,-104.809191,,,,,
839,9644-2,5/5/2020 13:00,55999330,,80134,Interior Main Area,2350,1910,440,0,1,,39.538151,-104.809191,,,,,
840,9621,5/7/2020 16:00,55645683,,80238,Deck Railing ,995,730,265,1,1,,39.793946,-104.879029,995,625,0,625,370
841,9622-1,5/5/2020 14:00,55662803,"Referral,no review",80016,Exterior Residential Painting - Exterior Preparation,4900,4135,1065,1,1,,39.595538,-104.723774,11165,6350,880.37,7305.37,3859.63
842,9622-2,5/5/2020 14:00,55996737,"Referral,no review",80016,Garage Floor,2395,1885,510,1,1,,39.595538,-104.723774,11165,6350,880.37,7305.37,3859.63
843,9622-3,5/5/2020 14:00,56070033,"Referral,no review",80016,Main Area Walls-2 Coats,3740,3370,670,1,1,,39.595538,-104.723774,11165,6350,880.37,7305.37,3859.63
844,9623,5/6/2020 13:30,55678347,,80130,Exterior Residential Painting - Exterior Preparation,3220.4,2470,850,0,2,,39.523946,-104.932521,,,,,
845,9624,,55696615,no review,80014,Exterior Preparation Entire Home,3775,3455,570,1,,,39.663808,-104.853694,3775,2650,0,2650,1125
